Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
449a8a21-c29b-08b6-2043-15e903ca96d1,1953-08-07,,999-71-8032,S99975407,X96762395X,Mrs.,Flo729,,Mann644,,Emard19,D,white,nonhispanic,F,Hartford  Connecticut  US,339 Crona Common,Winchester,Connecticut,Litchfield County,,0,41.95246547487439,-73.1212873214149,20890.2,1238648.35,7577
746511b0-1fb6-c8bd-da65-dd97c26a8fae,1942-08-23,,999-26-7109,S99992689,X78155473X,Ms.,Cheri871,Racquel201,Sauer652,,,S,black,hispanic,F,Glastonbury  Connecticut  US,1054 Bechtelar Way,Derby,Connecticut,New Haven County,9009.0,6418,41.33435427414193,-73.07729067259626,1134996.54,227544.02,65820
a4c84a04-6ea9-c00c-d627-b44ee9fc1385,1971-02-05,,999-44-6152,S99961003,X46630727X,Mr.,Stanford577,Trent525,Stiedemann542,,,W,white,nonhispanic,M,Hazardville  Connecticut  US,1065 Mohr Brook,Suffield,Connecticut,Hartford County,9003.0,6078,41.962220732584086,-72.6525485466398,485157.28,138806.25,36038
cf663cfe-54ec-d105-d279-3c9f089fffb1,1944-04-10,,999-78-4906,S99970113,X98322538X,Mrs.,Keren761,Joyce806,Funk324,,Aufderhar910,M,white,hispanic,F,Manchester  Connecticut  US,939 Lynch Manor,New Haven,Connecticut,New Haven County,9009.0,6510,41.337011136099555,-72.97286725578468,613740.38,343947.25,88468
a1ca0d37-09ab-c856-fa48-94be431798fa,1962-06-22,,999-87-8319,S99991099,X78029058X,Mr.,Charles364,Garland107,McGlynn426,,,D,white,nonhispanic,M,Stratford  Connecticut  US,579 McClure Station Unit 37,Simsbury,Connecticut,Hartford County,,0,41.84966869879376,-72.82666529327653,259944.81,163291.71,34502
6832c634-dc74-2ca3-6813-4498479e9af9,1926-05-07,2003-11-15,999-98-7857,S99926047,X48255711X,Mr.,Cristian531,Samuel331,Valdez992,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,615 Heidenreich Boulevard Apt 25,Wethersfield,Connecticut,Hartford County,9003.0,6109,41.66414992157315,-72.67804780990735,164949.5,4213572.9,141938
96e4667e-d93d-217e-aef4-a83a2cba2ef1,1937-10-10,,999-38-3173,S99937573,X92611705X,Mrs.,Jazmin969,,Wolf938,,Lindgren255,M,black,nonhispanic,F,Broad Brook  Connecticut  US,382 Boyer Common Suite 99,East Windsor,Connecticut,Hartford County,,0,41.86239863663168,-72.52846775094446,996546.95,1582894.97,37431
c167112f-7bbb-097d-da67-c18b69986d74,1948-05-22,2015-02-09,999-69-6512,S99941403,X66464693X,Mr.,Luther918,Deshawn686,Koelpin146,,,D,white,nonhispanic,M,Riverside  Connecticut  US,545 D'Amore Green,Fairfield,Connecticut,Fairfield County,,0,41.17134203610457,-73.3137949171966,273848.72,433459.08,148687
c7505b09-4cd0-f682-6af0-6cc44284516c,1926-05-07,,999-17-9076,S99982691,X50794695X,Mr.,Juan Carlos348,Arturo47,Aragón562,,,S,white,hispanic,M,Santo Domingo  National District  DO,170 Bartell Trace Unit 25,Wethersfield,Connecticut,Hartford County,9003.0,6109,41.71029275209426,-72.62465795658959,81303.51,434325.79,141938
aa384bf6-a21d-e3de-4801-190935faafce,1959-02-23,2024-12-24,999-48-2719,S99915260,X88688263X,Mr.,Frances376,Hubert238,Luettgen772,,,M,white,nonhispanic,M,Naugatuck  Connecticut  US,1047 Weber Knoll Unit 34,Ridgefield,Connecticut,Fairfield County,9001.0,6877,41.354573259515554,-73.50513761079056,616516.62,500246.06,38523
b95f8bed-f887-aace-cd77-7dffba067e58,1959-02-23,,999-56-8868,S99925445,X68059518X,Mr.,Virgilio529,,Mayert710,,,S,white,nonhispanic,M,Hamden  Connecticut  US,556 Bradtke Wynd,Ridgefield,Connecticut,Fairfield County,9001.0,6877,41.303468789624745,-73.50454241533953,209102.19,265057.15,38523
e717c24e-c0c3-c3ec-7271-6d536bd70b99,1957-09-03,,999-65-4936,S99937132,X61687194X,Mr.,Long300,Oren284,Adams676,,,D,other,nonhispanic,M,Norwalk  Connecticut  US,164 Wolff Trail Unit 71,Manchester,Connecticut,Hartford County,9003.0,6040,41.76679242530849,-72.55229922985532,197884.52,175662.07,81239
bbad496a-6b20-02e9-2ecc-c5986226aca5,1958-12-20,,999-57-6331,S99924080,X95819354X,Ms.,Carlyn477,Ji399,Jakubowski832,,,S,black,nonhispanic,F,Avon  Connecticut  US,787 Hauck Parade Apt 41,Guilford,Connecticut,New Haven County,,0,41.31507838986917,-72.66130021349557,1298108.9,327114.35,74651
d0acb108-7dd3-896e-a373-5806540c43e1,1959-12-25,2023-05-23,999-73-3075,S99980362,X58735957X,Mrs.,Malissa448,Melodi744,Paucek755,,McGlynn426,M,white,nonhispanic,F,Norwalk  Connecticut  US,566 Dicki Quay Apt 5,Waterford,Connecticut,New London County,9011.0,6385,41.38137960946937,-72.18083969925722,905095.41,315674.4,69612
8635d560-82ad-1d64-9a41-cc7a8000b073,1916-08-13,1996-09-23,999-13-1427,S99990531,X55952598X,Mr.,Gaylord332,Randell912,Smith67,,,D,white,nonhispanic,M,East Hartford  Connecticut  US,269 Towne Tunnel,New Hartford,Connecticut,Litchfield County,,0,41.886857078031404,-72.94955900938399,143589.23,202249.67,27715
5346bc0e-24e7-36d8-44ce-1361b1cd3f50,1957-05-21,,999-74-6431,S99978996,X27237039X,Mrs.,Ilana185,Shameka870,Block661,,Marks830,M,white,nonhispanic,F,Hamden  Connecticut  US,854 Hagenes Divide Suite 96,Manchester,Connecticut,Hartford County,9003.0,6040,41.81201309261221,-72.53011872020106,319009.77,460948.02,25143
ee60d9bd-5d93-0f38-1491-94f9a7ca458b,1916-08-18,2019-01-31,999-20-6572,S99994443,X82371581X,Mrs.,Sherrill767,Kaci716,Conn188,,Dickens475,M,black,nonhispanic,F,Southington  Connecticut  US,338 Rogahn Crossroad,Ridgefield,Connecticut,Fairfield County,9001.0,6877,41.2804726161764,-73.52147167357869,91129.98,2689106.9,17771
c4a5de61-ef43-c759-8c69-51264b9dfac2,1964-08-02,,999-94-2459,S99989441,X19760451X,Mr.,Buddy254,Fermin479,Kilback373,,,D,other,nonhispanic,M,Jeddah  Tihamah  SA,287 Bechtelar Ferry Unit 54,Coventry Lake,Connecticut,Tolland County,,0,41.71881142200311,-72.28708255972514,205481.41,818239.06,68184
64b4fd5b-8667-6eeb-9563-f12e27db08d4,1962-10-12,,999-82-9556,S99999367,X83096406X,Mrs.,Ria154,Thao506,Jenkins714,,Volkman526,M,black,nonhispanic,F,Southwood Acres  Connecticut  US,548 Hansen Arcade Unit 37,New Haven,Connecticut,New Haven County,9009.0,6511,41.35198432480173,-72.91403189470884,1042431.94,696251.45,67273
cde60205-8c91-8b41-0d93-26a6c806be38,1970-07-07,,999-57-5907,S99918461,X41022958X,Mr.,Miguel815,Jamar151,Steuber698,,,M,white,nonhispanic,M,Newington  Connecticut  US,1056 Aufderhar Row,Branford Center,Connecticut,New Haven County,,0,41.2956393834072,-72.77656489175872,242645.1,122551.56,38138
de6f5ad0-4c0e-77b5-bb49-5239681fe500,1916-08-13,2004-09-14,999-20-3345,S99982176,X78978816X,Mr.,Donnie175,Coy949,Rosenbaum794,,,M,white,nonhispanic,M,Cromwell  Connecticut  US,824 Predovic Course,New Hartford,Connecticut,Litchfield County,,0,41.82032634447449,-73.04112849066918,118783.33,460722.46,27715
8bc636bb-0a59-6e6f-393e-2bd8acd7ef93,1943-11-01,,999-53-6186,S99947854,X78033752X,Mr.,Buck819,Jefferey580,Carroll471,,,M,white,nonhispanic,M,Lisbon  Connecticut  US,507 Purdy Ramp,New Haven,Connecticut,New Haven County,9009.0,6513,41.311117425156496,-72.9127558503137,20613.33,1307140.54,14294
010d736c-d81f-3cd7-c12c-8ac4921888f6,1954-07-12,,999-61-5112,S99917076,X85893905X,Mr.,Augustus49,Edmond919,Konopelski743,,,D,white,nonhispanic,M,Derby  Connecticut  US,1022 Mohr Tunnel Unit 76,Manchester,Connecticut,Hartford County,9003.0,6040,41.82113055542648,-72.55595621595201,128532.19,448883.64,123784
404b5911-ec7a-162f-d447-5c533a92da6c,1944-02-23,,999-43-3227,S99970769,X26529846X,Mr.,Zackary401,,Schmidt332,,,D,white,nonhispanic,M,Cheshire  Connecticut  US,993 Green Divide,Wilton,Connecticut,Fairfield County,,0,41.22470480061038,-73.47427320799127,104138.45,865616.26,191270
943a87d1-53f5-8ec3-5be6-5467bba026dd,1916-08-18,1996-02-05,999-33-5968,S99943218,X00781394X,Mrs.,Elia719,Nevada145,Bradtke547,,Marvin195,D,black,nonhispanic,F,Shelton  Connecticut  US,631 Lindgren Promenade Unit 4,Ridgefield,Connecticut,Fairfield County,9001.0,6877,41.30695290215771,-73.5087711910424,21414.75,1416590.11,17771
926a9af2-0ebc-88fd-8a6b-5caa7107729c,1945-04-05,,999-79-6755,S99989927,X79467854X,Ms.,Mertie42,Merideth332,West559,,,S,white,nonhispanic,F,Ansonia  Connecticut  US,541 Luettgen Trail,Enfield,Connecticut,Hartford County,,0,41.97952101649348,-72.60300396818103,199766.11,145779.62,57547
e3203e31-5b78-ca1b-21b8-f857a971092f,1962-08-20,,999-17-7430,S99982386,X02043505X,Mr.,Cristobal567,Roberto515,Villalobos491,,,M,asian,hispanic,M,Ponce  Puerto Rico  PR,109 Parisian Fort Apt 35,Granby,Connecticut,Hartford County,,0,41.98409922249279,-72.8170119318277,387014.48,147698.02,40356
c2736bc2-6095-772d-86c6-ffa6c62b8b2b,1943-01-29,1995-03-28,999-44-5700,S99937732,X50684156X,Mr.,Cole117,Jonathan639,Eichmann909,,,M,white,nonhispanic,M,Enfield  Connecticut  US,198 Reinger Neck,Derby,Connecticut,New Haven County,9009.0,6418,41.31790080897412,-73.0768370709672,515314.86,357592.62,72524
4fc484ab-35b9-b005-e677-abdc4e71922c,1968-08-20,,999-41-5391,S99965176,X83193330X,Mr.,Hipolito984,Burton124,Jones311,,,M,white,nonhispanic,M,Hartford  Connecticut  US,953 Kutch Rest,Wallingford Center,Connecticut,New Haven County,,0,41.40565690232268,-72.84433100051969,258761.12,378290.12,26371
a475675c-7153-5da6-f8be-61c2217f7292,1945-01-06,2009-12-19,999-31-7770,S99954113,X17378735X,Mr.,Hassan290,,Stanton715,,,S,white,nonhispanic,M,New Haven  Connecticut  US,810 Johnston Trafficway,Norwich,Connecticut,New London County,9011.0,6380,41.50171319390451,-72.07077176361918,240109.08,80714.49,35525
b1dcae8f-00e8-2523-2e74-bda54f13b08b,1943-01-29,,999-31-7444,S99953585,X10939055X,Mr.,Logan497,Jay242,Wolf938,,,M,white,nonhispanic,M,Redding  Connecticut  US,146 Hickle Harbor Apt 67,Derby,Connecticut,New Haven County,9009.0,6418,41.29724773331495,-73.08111498476023,461663.92,212716.54,72524
fa571674-3633-d053-8389-79928e4be63e,1945-01-06,,999-47-6871,S99938367,X65097826X,Mr.,Jerald662,Weldon459,Schaden604,,,M,white,nonhispanic,M,Rocky Hill  Connecticut  US,859 Macejkovic Lock,Norwich,Connecticut,New London County,9011.0,6360,41.55195922526037,-72.11080416710277,901439.4,734800.56,35525
b491f7a5-42b3-daba-6434-e526d5c33094,1930-06-18,2011-12-26,999-83-6280,S99922773,X69290431X,Mrs.,Anita473,Leticia253,Mascareñas995,,Mata817,M,white,hispanic,F,Santo Domingo  National District  DO,169 Flatley Extension,Meriden,Connecticut,New Haven County,9009.0,6451,41.53760291199426,-72.8200591558938,408743.47,933604.3,128315
c527d951-5422-a5ce-301b-e5e5bd0425fa,1945-05-31,2019-11-29,999-29-6956,S99938087,X75071098X,Mrs.,Sunshine777,,Yost751,,Kuvalis369,D,white,nonhispanic,F,East Haven  Connecticut  US,925 Kihn Throughway,West Haven,Connecticut,New Haven County,9009.0,6516,41.30711281142373,-72.91608456751793,356510.36,1329172.47,162371
cca127d2-6bda-a3ef-b5aa-fd2948a0f62f,1945-05-04,,999-93-5811,S99966312,X76486921X,Mr.,Dwayne786,Arnold338,Braun514,,,S,white,nonhispanic,M,Berlin  Connecticut  US,251 Osinski Wall,Plainfield,Connecticut,Windham County,9015.0,6374,41.642320873054096,-71.88814262809152,164838.16,390745.24,64229
94796de0-a629-d960-8281-498b91b88db6,1944-06-19,,999-98-9350,S99944733,X03137169X,Mrs.,Fawn386,Jesus702,Marquardt819,,Leffler128,M,asian,nonhispanic,F,Manchester  Connecticut  US,257 Kuvalis View,Enfield,Connecticut,Hartford County,,0,42.0303129766492,-72.57243655414977,1131348.48,1340770.97,67060
5322d6bf-be96-d01a-e192-aa2e03093f8f,1946-02-07,2023-08-20,999-91-1054,S99921990,X90358874X,Mr.,Isaac321,Dewitt635,Homenick806,,,D,white,nonhispanic,M,Bridgeport  Connecticut  US,285 Casper Vale,Hartford,Connecticut,Hartford County,9003.0,6103,41.74079722589104,-72.65627039684338,84265.68,1909215.38,10422
65d0ca73-8ec8-7f02-423b-f08c96c875d6,1957-11-07,,999-24-9066,S99960742,X68073071X,Mr.,Horacio317,,de Jesús414,,,M,asian,hispanic,M,Port-au-Prince  Haiti  HT,392 Smitham Crossroad,Middlebury,Connecticut,New Haven County,,0,41.5426168991289,-73.0766698250338,239744.9,161780.21,161795
341f9b14-1f90-51b5-1a65-54cbab8a5f61,1973-04-07,,999-92-7463,S99930422,X53933947X,Mrs.,Zona368,,Schneider199,,Raynor401,D,black,nonhispanic,F,West Haven  Connecticut  US,937 Steuber Overpass Unit 60,Cheshire Village,Connecticut,New Haven County,,0,41.50556727527903,-72.8895993104749,292853.93,480691.49,171176
21c7c277-c83f-0cbc-deea-6e2399472cf4,1915-11-05,,999-15-2602,S99927663,X90740194X,Mrs.,Sandi885,Sadie426,Buckridge80,,Jenkins714,D,white,nonhispanic,F,Waterford  Connecticut  US,255 Labadie Bypass,Glenville,Connecticut,Fairfield County,,0,41.0025195882861,-73.7060724134472,1070025.03,920370.83,89223
e872406c-f13d-38df-f91d-75ce14e3dcef,1950-02-21,,999-33-8366,S99934526,X05952600X,Mr.,Kareem959,Mickey576,Stark857,,,M,white,nonhispanic,M,New Haven  Connecticut  US,703 Hartmann Camp Unit 26,Stamford,Connecticut,Fairfield County,9001.0,6906,41.06560548820533,-73.564135034089,237991.77,1127329.73,72073
f61d8de3-c18f-2ed5-fe57-7a91f138c751,1947-08-26,,999-51-7825,S99917680,X12106068X,Mr.,Renato359,Gordon377,Dooley940,,,M,other,nonhispanic,M,Danbury  Connecticut  US,469 Aufderhar Village,Shelton,Connecticut,Fairfield County,9001.0,6484,41.34774476592907,-73.16160833615571,104987.11,259810.33,25294
3a5ab47b-9de4-b046-bdc9-0544295165e6,1918-07-05,2024-02-16,999-40-5072,S99981379,X21462349X,Mrs.,Sonia106,Annalisa973,Hamill307,,Lindgren255,D,black,nonhispanic,F,Oakville  Connecticut  US,927 Parker Mall,Bridgeport,Connecticut,Fairfield County,9001.0,6607,41.13621119906028,-73.18952866735935,589267.5,2925766.91,72883
59e79822-ce65-bd54-445a-4f128375bac3,1951-01-16,,999-38-8919,S99914612,X07239248X,Mrs.,Carmelita854,Wanetta360,Volkman526,,Jacobson885,M,white,nonhispanic,F,South Windsor  Connecticut  US,1005 Bartell Dale,Morris,Connecticut,Litchfield County,,0,41.66846733218065,-73.1848014818056,203425.19,1055099.66,30149
7d2dc87a-152a-2fad-e5a9-3ffccb7530db,1965-09-22,,999-68-5644,S99921013,X05317604X,Mr.,Jorge203,Carlos172,Gaytán530,,,M,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,813 Wunsch Way,Woodstock,Connecticut,Windham County,,0,41.97960819047103,-72.05429267083319,299572.07,65806.97,114810
20e28446-8e46-8d4a-4d40-616fdeb86a19,1950-10-13,,999-82-5274,S99938433,X26141750X,Mr.,John539,Zane918,Dickinson688,,,W,asian,nonhispanic,M,Bangalore  Karnataka  IN,1015 Will Key,Sprague,Connecticut,New London County,,0,41.60256985624031,-72.11385324387726,165590.58,180569.1,121240
3c5072c3-a664-8317-a203-1e68031c5121,1944-10-29,,999-14-3461,S99956268,X64368922X,Mrs.,Berta524,,Coronado577,,Vázquez552,M,asian,hispanic,F,Lima  Lima Province  PE,874 Luettgen Arcade Unit 38,Shelton,Connecticut,Fairfield County,9001.0,6484,41.31210513557215,-73.17211892469908,663233.75,855321.05,37355
bb2a132d-1e45-2b68-fdf3-c07d5230520f,1942-09-15,,999-15-2736,S99963209,X62499424X,Mr.,Modesto621,Nicholas495,Wisozk929,,,M,white,nonhispanic,M,Montville  Connecticut  US,309 Gleichner Underpass,West Haven,Connecticut,New Haven County,9009.0,6516,41.2759791039693,-72.9363565983499,220358.78,378871.51,102247
c2877f7e-769a-1cca-dd61-6357a1fad0d8,1918-07-05,1987-05-11,999-50-5631,S99942457,X55347826X,Mrs.,Vernita491,Catherine271,Wuckert783,,Lindgren255,D,black,nonhispanic,F,Hamden  Connecticut  US,343 Welch Rapid Unit 64,Bridgeport,Connecticut,Fairfield County,9001.0,6604,41.19197079998163,-73.17657939700982,448246.83,370084.69,72883
6db1aa66-5bb1-112b-b6f5-6eb48d85d118,1954-09-23,,999-99-6928,S99982447,X77570102X,Mr.,Josh874,Robby860,Hane680,,,M,white,nonhispanic,M,Greenwich  Connecticut  US,762 Dickens Pathway Suite 60,North Branford,Connecticut,New Haven County,,0,41.40089724575831,-72.74055596915127,219362.45,128764.49,54669
7c247cb0-cb98-f4fd-2c56-c2574a1a83af,1940-05-22,,999-58-6080,S99996938,X73852073X,Mr.,Gregg522,,Dach178,,,M,white,nonhispanic,M,Madison  Connecticut  US,1060 Rodriguez View Apt 3,Wallingford,Connecticut,New Haven County,,0,41.411478468109486,-72.82375661936942,266915.87,996850.6,188119
97f31860-a97b-5299-a863-dba662dba652,1939-02-09,2017-08-02,999-38-8669,S99937641,X91321686X,Mr.,Arron144,Shannon293,Huels583,,,W,black,hispanic,M,New Hartford Center  Connecticut  US,960 O'Reilly Viaduct,West Hartford,Connecticut,Hartford County,9003.0,6107,41.77758128937884,-72.76465969497742,237432.43,235503.71,81815
a58beb58-2925-6f5a-9c99-fb8481bdc2fa,1947-08-11,,999-33-2937,S99990017,X76580838X,Mrs.,Emogene884,Indira327,Dicki44,,Sporer811,M,white,nonhispanic,F,East Hartford  Connecticut  US,579 Olson Meadow,Torrington,Connecticut,Litchfield County,9005.0,6759,41.7471466383728,-73.25005297222134,1039836.78,579883.77,80897
681d8bdf-cebf-b54a-f549-67f50dff15ed,1948-09-07,,999-17-1804,S99912645,X87058835X,Mr.,Trent525,,Grant908,,,S,white,nonhispanic,M,Westbrook  Connecticut  US,164 Lehner Lock Suite 57,Windham,Connecticut,Windham County,,0,41.67266559117224,-72.1453017901091,97166.69,732763.26,1720
745fbada-90d4-cbb9-4bc1-3d6b109b8e3f,1975-06-20,,999-18-5293,S99992128,X35845405X,Mrs.,Merna69,Terrilyn343,Bednar518,,Rodriguez71,M,white,nonhispanic,F,Bethany  Connecticut  US,216 Buckridge Street Apt 68,Stamford,Connecticut,Fairfield County,9001.0,6903,41.05130599487149,-73.55897535179959,248615.43,1612008.95,748910
13537b7b-f848-b068-a8df-daa2462a5e53,1965-10-22,,999-81-5759,S99979543,X81302840X,Ms.,Regena252,Whitley172,McGlynn426,,,S,white,nonhispanic,F,New Milford  Connecticut  US,813 Ortiz Haven,Stamford,Connecticut,Fairfield County,9001.0,6903,41.1067029870407,-73.63246792997882,1062722.04,409936.72,47847
af8d62a8-d88b-4633-2d50-f0f346299a94,1952-03-21,2019-09-26,999-76-2715,S99949419,X37274182X,Mrs.,Thomasina264,,Wehner319,,Gottlieb798,M,white,nonhispanic,F,Wethersfield  Connecticut  US,228 Huels Annex Apt 23,Watertown,Connecticut,Litchfield County,9005.0,6779,41.58180812254578,-73.11883983361905,319518.96,920387.84,552727
74e38e21-8b94-3cd2-9561-0189a4e3b987,1939-02-09,,999-15-2707,S99931427,X09289867X,Mr.,Omer483,,Walter473,,,M,black,hispanic,M,Morris  Connecticut  US,258 Rowe Lodge,West Hartford,Connecticut,Hartford County,9003.0,6119,41.74470832478592,-72.67671663946768,224670.37,288898.78,81815
59b43eb9-5806-8074-7099-9cb5765b9d2c,1952-03-21,,999-62-2689,S99915096,X64534458X,Mrs.,Shery223,Jayme42,Roberts511,,Erdman779,D,white,nonhispanic,F,Thompsonville  Connecticut  US,1094 Swaniawski Junction Apt 88,Watertown,Connecticut,Litchfield County,9005.0,6795,41.588661405077424,-73.04434894781049,254837.14,1640904.34,552727
cae45cc0-3a39-9111-23b2-6f5c0d030af3,1961-11-05,,999-77-2522,S99929105,X55347749X,Mr.,Jess275,,Wunsch504,,,S,white,nonhispanic,M,Granby  Connecticut  US,755 Metz Run Unit 12,Naugatuck,Connecticut,New Haven County,9009.0,6770,41.52425841439698,-73.0514939794305,16161.23,349794.46,21001
b87f3a55-06a0-7dcd-e0d1-e1bf365439fe,1946-12-25,,999-32-7973,S99940184,X44058025X,Mr.,Ferdinand55,Elvin140,Kuhn96,,,D,white,nonhispanic,M,Plymouth  Connecticut  US,1081 Hammes Port,Danbury,Connecticut,Fairfield County,9001.0,6804,41.4376947248192,-73.35027249966365,270048.49,239208.76,44740
d214d11a-7a80-023e-2a9e-665998ce9665,1957-04-18,,999-24-6623,S99982655,X68274173X,Mr.,Geoffrey157,Lucius907,Zulauf375,,,S,white,nonhispanic,M,Berlin  Connecticut  US,169 Herzog Pathway Suite 72,New Haven,Connecticut,New Haven County,9009.0,6510,41.295828756652966,-73.0070361178415,216692.06,143060.82,138791
952e7771-adf9-a6c0-710c-d25e70d2d358,1942-03-14,2022-07-08,999-96-7151,S99975736,X00360629X,Mr.,Diego848,Javier97,Donnelly343,,,M,white,nonhispanic,M,Vernon  Connecticut  US,357 Armstrong Ferry Unit 14,Montville,Connecticut,New London County,,0,41.45757334628117,-72.18496814101016,20414.2,482775.16,21201
8ce60d71-dcb4-b926-269b-e0e4e6cd0aa1,1921-08-07,,999-37-5853,S99996488,X26187157X,Mr.,Enrique929,,Delvalle807,,,M,white,hispanic,M,La Paz  Baja California  MX,414 Hyatt Bay,East Hartford,Connecticut,Hartford County,9003.0,6042,41.75500857241035,-72.5788452654358,343451.62,293633.68,40361
f9cb7a2b-821e-7bee-88b0-827b118f90f5,1948-08-07,2025-03-12,999-74-7186,S99913539,X73718386X,Mr.,Garrett899,Johnathan55,Hayes766,,,S,white,nonhispanic,M,Mystic  Connecticut  US,118 Bayer View,Waterbury,Connecticut,New Haven County,9009.0,6704,41.60136633836769,-73.03524703539668,773515.77,2594996.68,77212
3ae407fa-7b32-4ba2-85c4-981833628402,1945-02-11,2023-01-23,999-40-7974,S99987037,X73298228X,Mr.,Clarence5,,Oberbrunner298,,,D,black,nonhispanic,M,Hebron  Connecticut  US,310 Donnelly Skyway Unit 4,Naugatuck,Connecticut,New Haven County,9009.0,6770,41.45187534538477,-73.04777607978892,223133.07,1097844.77,912281
722e6372-21a7-ddca-6688-1a18547a1c48,1935-04-01,2025-06-27,999-18-8793,S99959180,X21774294X,Mr.,Nathan164,Kenneth671,Rowe323,,,D,white,nonhispanic,M,Stamford  Connecticut  US,468 Hand Mews,Stamford,Connecticut,Fairfield County,9001.0,6905,41.120853209672255,-73.58059543130649,193359.65,563721.78,129319
c082f9a6-2d35-1656-667a-0383fe7fbeb1,1929-08-07,2014-02-17,999-56-4930,S99992817,X92444224X,Mr.,Odis959,Barton704,Bernier607,,,W,hawaiian,nonhispanic,M,Bridgeport  Connecticut  US,138 Nitzsche Tunnel,Sherwood Manor,Connecticut,Hartford County,,0,41.99473253808324,-72.52986967759585,300537.84,254462.08,97595
